STATIONNAME,CDEC ID,USGS ID,USACE ID,CNRFC ID,lat,lon,Elevation (feet),RIVER_BASIN,COUNTY,OPERATOR,Gage Type
ROSE VALLEY,ROV,,,,34.536,-119.184,3331,,,,precip
MCPHAILS PEAK,PHA,,,,36.6567,-121.3664,3353,,,,precip
CALAVERAS RANGER STATION,CVS,,,,38.198,-120.367,3360,,,,precip
BEARDSLEY LAKE,BRD,,,,38.203,-120.075,3398,,,,precip
BATTLE RIDGE,BTR,,,,40.333,-121.75,3400,,,,precip
CRANE VALLEY RESERVOIR (PG&E),CRR,,,,37.291,-119.526,3400,,,,precip
COTTONWOOD CREEK NEAR BEEGUM,CTN,,,,40.317,-122.881,3400,,,,precip
DRUM POWER HOUSE,DPH,,,,39.264,-120.767,3400,,,,precip
MUD SPRINGS,MUD,,,,40.717,-123.283,3400,,,,precip
PACIFIC HOUSE (OBSERVER),PCF,,,,38.765,-120.5,3400,,,,precip
PACIFIC HOUSE (DWR-2),PHM,,,,38.765,-120.5,3400,,,,precip
CRANE VALLEY PH,CRV,,,,37.29,-119.53,3400,,,,precip
QUINCY (DWR),QCY,,,,39.935,-120.95,3408,,,,precip
QUINCY RS (USFS),QNC,,,,39.96,-120.95,3420,,,,precip
QUINCY RADIO STATION,QRD,,,,39.9366,-120.9475,3420,,,,precip
QUINCY (DWR-2),QRM,,,,39.9366,-120.9475,3420,,,,precip
HILLCREST,HLC,,,,40.867,-121.883,3440,,,,precip
PACIFIC HOUSE,PFH,,,,38.76,-120.5,3440,,,,precip
RANCHITA,RAN,,,,33.222221,-116.497498,3450,,,,precip
SOUTH FORK MOUNTAIN,SHK,,,,40.657,-122.525,3450,,,,precip
KETTENPOM,KET,,,,40.15,-123.467,3468,,,,precip
DESCANSO,DSC,,,,32.857,-116.622,3480,,,,precip
BACK CANYON (SOUTH),BCS,,,,35.309,-118.36,3490,,,,precip
QUINCY RANGER DISTRICT,QYR,,,,39.975,-120.941,3500,,,,precip
MILL CREEK NEAR LA CANADA,MLC,,,,34.383,-118.067,3510,,,,precip
BRUSH CREEK RS,BCR,,,,39.69,-121.34,3520,,,,precip
STIRLING CITY,SRL,,,,39.9044,-121.5278,3520,,,,precip
SLY PARK,SLP,,,,38.718,-120.563,3530,,,,precip
NELSON ST TAYLORSVILLE,TAY,,,,40.0793,-120.8357,3540,,,,precip
MOUNT SHASTA,MTS,,,,41.313,-122.316,3545,,,,precip
BOGGS MT PRECIP AT HOBERGS,BMH,,,,38.8389,-122.7111,3550,,,,precip
MT SHASTA,MTA,,,,41.315,-122.317,3550,,,,precip
BRUSH CREEK (DWR-2),BCM,,,,39.694,-121.34,3560,,,,precip
BRUSH CREEK (DWR),BRS,,,,39.692,-121.339,3560,,,,precip
GREENVILLE,GRE,,,,40.1394,-120.9412,3560,,,,precip
GREENVILLE RS,GNV,,,,40.133,-120.933,3570,,,,precip
MOUNT SHASTA CITY,MSC,,,,41.317,-122.317,3590,,,,precip
MOUNT SHASTA CITY (DWR-2),MSM,,,,41.317,-122.317,3590,,,,precip
SQUAW SPRINGS,SWS,,,,35.3683,-117.5703,3620,,,,precip
TWEEDY CREEK,TWC,,,,35.221,-118.471,3620,,,,precip
BLACK MOUNTAIN,BLM,,,,35.395,-120.353,3625,,,,precip
SHINGLETOWN,SHI,,,,40.496,-121.85,3630,,,,precip
JOAQUIN RIDGE,JQN,,,,36.305,-120.402,3640,,,,precip
KERN R INTAKE NO. 3,KR3,,,,35.95,-118.48,3650,,,,precip
DUDLEY RANCH BELOW COULTERVILLE,DUC,,,,37.741,-120.133,3654,,,,precip
KERN POWER HOUSE INTAKE,FPI,,,,35.9458,-118.47686,3654,,,,precip
KERN POWER HOUSE INTAKE,KPI,,,,35.9458,-118.47686,3654,,,,precip
OZENA,OZN,,,,34.682,-119.354,3670,,,,precip
MOUNT DIABLO PEAK,DBL,,,,37.88,-121.918,3690,,,,precip
SALT SPRINGS PH (PG&E),SSR,,,,38.498,-120.219,3700,,,,precip
SALT SPRINGS PH (OBSERVER),STS,,,,38.5,-120.217,3700,,,,precip
SOLDIER MOUNTAIN,SLD,,,,40.926,-121.586,3710,,,,precip
PIKE COUNTY,PKC,,,,39.475,-121.202,3714,,,,precip
TELEGRAPH HILL,TLH,,,,38.03,-120.353,3730,,,,precip
HERNANDEZ,HDZ,,,,36.383,-120.854,3752,,,,precip
BRANCH MOUNTAIN,BMO,,,,35.189,-120.083,3770,,,,precip
FRESH POND,FPD,,,,38.759818,-120.536629,3770,,,,precip
VALYERMO,VLY,,,,34.446,-117.851,3780,,,,precip
STRAWBERRY VALLEY,STV,,,,39.567,-121.1,3808,,,,precip
STRAWBERRY VALLEY,SBY,,,,39.564,-121.106,3810,,,,precip
TUOLUMNE R AT THE GRAND CYN OF TUOLUMNE,TGC,,,,37.91658783,-119.6598969,3830,,,,precip
SUGAR PINE,SGP,,,,39.128,-120.75,3843,,,,precip
BOB RABBIT,BOB,,,,35.568,-118.288,3848,,,,precip
MOUNT DIABLO,MTD,,,,37.8816,-121.9141,3849,,,,precip
SADDLE CAMP,SAD,,,,40.167,-122.8,3850,,,,precip
HETCH HETCHY,HTH,,,,37.95,-119.783,3870,,,,precip
SMITH PEAK RAWS,SEW,,,,37.8005,-120.1008,3871,,,,precip
TEHACHAPI AIRPORT,TAP,,,,35.133,-118.438,3890,,,,precip
BUFFALO CREEK,BFC,,,,40.5819,-119.79,3900,,,,precip
JERSEYDALE,JSD,,,,37.542,-119.84,3900,,,,precip
EL DORADO INTAKE,EDI,,,,38.755,-120.583,3900,,,,precip
BIG PINES,BPI,,,,34.379,-117.692,3917,,,,precip
ANZA,ANZ,,,,33.5558,-116.6744,3920,,,,precip
HETCH HETCHY MET STATION,HEM,,,,37.945422,-119.782625,3920,,,,precip
SMITH MOUNTAIN,SMI,,,,36.083,-120.608,3920,,,,precip
YOSEMITE HEADQUARTERS,YSV,,,,37.74,-119.583,3966,,,,precip
CRAZY PEAK,CZP,,,,41.983,-123.6,3970,,,,precip
YOSEMITE (OBS),YSM,,,,37.74,-119.583,3985,,,,precip
CAMP 9,CP9,,,,34.3532,-118.4186,3998,,,,precip
BEAR VALLEY,BVY,,,,35.14,-118.625,4000,,,,precip
CASTLE MOUNTAIN,CMT,,,,35.942,-120.328,4000,,,,precip
FROG SPRINGS,FRG,,,,35.508,-118.189,4000,,,,precip
HAYFORK,HYF,,,,40.5,-123.333,4000,,,,precip
INDIAN WELLS CANYON,IWC,,,,35.685,-117.8894,4000,,,,precip
TROUGH SPRING,TRS,,,,39.296,-122.654,4000,,,,precip
TAYLOR RIDGE,TYR,,,,40.917,-122.817,4000,,,,precip
ZENIA,ZEN,,,,40.208,-123.46,4000,,,,precip
WARM SPRINGS (USFS),WSG,,,,34.583,-118.55,4020,,,,precip
JAWBONE LAVA FLAT RAWS,JFR,,,,37.8872,-120.0479,4020,,,,precip
PINEHURST,PNT,,,,36.68528,-119,4060,,,,precip
SPRINGVILLE TULE POWERPLANT,SGV,,,,36.1631,-118.7072,4070,,,,precip
SPRINGVILLE TULE,SPV,,,,36.2,-118.65,4070,,,,precip
LOWER KLAMATH NWR,LKL,,,,41.999,-121.7,4098,,,,precip
LOST HORSE,LTH,,,,34.017,-116.183,4100,,,,precip
MOUNTAIN REST,MTF,,,,37.054,-119.371,4100,,,,precip
NORDHOFF RIDGE,NRD,,,,34.51,-119.23,4100,,,,precip
TRINITY GUARD STATION,TGS,,,,40.825,-122.66,4100,,,,precip
LASSEN LODGE,LAS,,,,40.35,-121.7,4120,,,,precip
WHITAKER,WTK,,,,34.569,-118.74,4120,,,,precip
SUSANVILLE,SSN,,,,40.367,-120.567,4148,,,,precip
FIVE MILE,FML,,,,35.872,-117.918,4150,,,,precip
YOSEMITE AT YOSEMITE VALLEY,YYV,,,,37.74,-119.589,4200,,,,precip
SUGARLOAF (USFS),SUG,,,,40.917,-122.438,4200,,,,precip
WALKER BASIN (EAST),WBE,,,,35.384,-118.412,4220,,,,precip
QUARTZ HILL,QTZ,,,,41.6,-122.929,4238,,,,precip
DOYLE (BLM),DYE,,,,40.022,-120.106,4240,,,,precip
JULIAN,JUL,,,,33.076,-116.591,4240,,,,precip
CFA RAWS NR IONE,CF1,,,,39.8286,-121.4717,4266,,,,precip
JAWBONE,JWB,,,,35.295,-118.226,4300,,,,precip
MUCK VALLEY DIVERSION (PG&E),MVD,,,,41.015,-121.155,4300,,,,precip
SEED ORCHARD RAWS NEAR MICHIGAN BLUFF 4N,SOM,,,,39.091389,-120.731667,4300,,,,precip
WAWONA RAWS,WWN,,,,37.534443,-119.644997,4300,,,,precip
WHITE CLOUD,WTC,,,,39.3167,-120.8375,4321,,,,precip
MODOC NWR,MDN,,,,41.459,-120.354,4380,,,,precip
LAURAL MOUNTAIN,LRM,,,,35.4783,-117.6992,4390,,,,precip
ALTURAS RS,ALT,,,,41.5,-120.55,4400,,,,precip
SCORPION,SCP,,,,41.112,-122.697,4400,,,,precip
DEER CK FOREBAY (PG&E),DRC,,,,39.3,-120.825,4455,,,,precip
ALDER SPRINGS NEAR ELK CREEK,ADS,,,,39.65,-122.725,4500,,,,precip
ALDER SPRINGS (USACE),ALS,,,,39.65,-122.725,4500,,,,precip
OWENS CAMP,OWC,,,,38.733,-120.245,4500,,,,precip
SAWYERS BAR,SYB,,,,41.3,-123.117,4500,,,,precip
CASHMAN,CSH,,,,40.0019,-120.916,4520,,,,precip
GOAT MOUNTAIN,GTM,,,,37.27,-119.543,4520,,,,precip
PRATTVILLE (PG&E),PVL,,,,40.209,-121.157,4520,,,,precip
CHESTER,CHS,,,,40.283,-121.233,4525,,,,precip
KLAMATH NWR,KMN,,,,41.953,-121.582,4531,,,,precip
CANYON DAM,CNY,,,,40.167,-121.083,4560,,,,precip
HAMILTON BRANCH,HAM,,,,40.2725,-121.0914,4560,,,,precip
HOADLEY,HDL,,,,40.683,-122.75,4580,,,,precip
HELL HOLE (USFS),HLH,,,,39.0717,-120.4217,4580,,,,precip
OWENS VALLEY,OVC,,,,37.39,-118.55,4640,,,,precip
CRESTLINE,CTL,,,,34.272,-117.265,4650,,,,precip
SLATER BUTTE,SRB,,,,41.858,-123.354,4670,,,,precip
BALD MOUNTAIN (USFS),BMT,,,,38.9,-120.683,4680,,,,precip
GRANITE MOUNTAIN,GAM,,,,34.536,-117.026,4690,,,,precip
CALAVERAS BIG TREES,CVT,,,,38.283,-120.317,4695,,,,precip
JUNIPER CREEK,JUC,,,,41.328,-120.467,4700,,,,precip
SIERRA CITY,SRC,,,,39.5678,-120.6528,4700,,,,precip
MINING RIDGE,MNG,,,,36.081,-121.496,4710,,,,precip
BALD MOUNTAIN (USBR),BDM,,,,37.067,-119.4,4720,,,,precip
CEDAR GROVE,CGR,,,,36.788,-118.659,4720,,,,precip
VENTANA CONE,VTC,,,,36.3,-121.714,4750,,,,precip
DRUM PH FOREBAY,DMF,,,,39.25,-120.75,4750,,,,precip
CHERRY VALLEY DAM,CHV,,,,37.967,-119.917,4765,,,,precip
CHERRY VALLEY MET STATION,CVM,,,,37.97466,-119.916,4770,,,,precip
LIME KILN CANYON,LKC,,,,35.09,-118.448,4790,,,,precip
GIRARD,GRD,,,,41.133,-122.283,4800,,,,precip
SYCAMORE CANYON,SYC,,,,34.583,-119.076,4800,,,,precip
CARPENTER RIDGE,CAR,,,,40.069,-121.582,4812,,,,precip
HIGH GLADE,HYG,,,,39.204,-122.805,4840,,,,precip
SPANISH LAKE,SPA,,,,36.262,-120.526,4840,,,,precip
PORTOLA,PRT,,,,39.8,-120.467,4850,,,,precip
OAK CREEK,OAC,,,,36.843,-118.259,4855,,,,precip
MINERAL (DWR-2),MIM,,,,40.35,-121.6,4875,,,,precip
MINERAL (OBSERVER),MNR,,,,40.35,-121.6,4875,,,,precip
BIG CREEK 1,BGC,,,,37.205,-119.24,4878,,,,precip
WESTFALL,WST,,,,37.4494,-119.6497,4880,,,,precip
KEENWILD,KNW,,,,33.714,-116.714,4920,,,,precip
ROCK CAMP,RCM,,,,34.288,-117.213,4924,,,,precip
PINYON CREEK,PYC,,,,35.558,-118.143,4930,,,,precip
MOUNT ELIZABETH,MTE,,,,38.057,-120.241,4933,,,,precip
VINTON,VNT,,,,39.8,-120.183,4944,,,,precip
ALLEGHANY,ALY,,,,39.47,-120.875,4957,,,,precip
MINERAL,MIN,,,,40.348,-121.609,4957,,,,precip
YOSEMITE NEAR WAWONA,YOW,,,,37.508,-119.632,4957,,,,precip
ANTELOPE LAKE,ANT,,,,40.18,-120.607,4960,,,,precip
SQUAW PEAK,SQP,,,,42.0697,-123.0117,4964,,,,precip
SIERRAVILLE RS (USFS),SRR,,,,39.583,-120.367,4975,,,,precip
SIERRAVILLE (DWR),SVL,,,,39.583,-120.367,4975,,,,precip
SIERRAVILLE RS (DWR-2),SVM,,,,39.583,-120.367,4975,,,,precip
LA PORTE (DWR),LAP,,,,39.681,-120.983,4980,,,,precip
BEAVER,BVE,,,,38.483,-120.317,5000,,,,precip
SANTA RITA,SRI,,,,36.348,-120.598,5000,,,,precip
DEVILS GARDEN,DVG,,,,41.522,-120.668,5022,,,,precip
CHEWS RIDGE,CHW,,,,36.312,-121.57,5040,,,,precip
FENCE MEADOW,FEN,,,,36.961,-119.175,5048,,,,precip
ASH VALLEY,AHV,,,,41.058,-120.706,5090,,,,precip
BIG FLAT,BFL,,,,41.08,-122.942,5100,,,,precip
CROWDER FLAT,CWF,,,,41.8934,-120.7519,5100,,,,precip
LOG SPRING,LGS,,,,39.833,-122.783,5100,,,,precip
NOEL SPRING,NLS,,,,39.538,-122.667,5100,,,,precip
SPRING GAP FOREBAY (PG&E),SFB,,,,38.172,-120.103,5100,,,,precip
SPRING GAP FOREBAY,SGF,,,,38.172,-120.103,5100,,,,precip
PLUMAS EUREKA ST PARK WEATHER STATION,EWS,,,,39.75778,-120.69611,5107,,,,precip
BATES RIDGE,BTS,,,,34.917,-119.917,5120,,,,precip
SOUTH ENTRANCE YOSEMITE,SEY,,,,37.5,-119.633,5120,,,,precip
FOUR TREES,FOR,,,,39.812365,-121.322541,5150,,,,precip
NATURE POINT,NTP,,,,37.342,-119.36,5150,,,,precip
PECKINPAH,PCK,,,,37.25,-119.458,5150,,,,precip
ROBBS POWERHOUSE,RBP,,,,38.90238,-120.376543,5150,,,,precip
WESTWOOD,WWD,,,,40.307,-120.9,5150,,,,precip
TRUCKEE RIVER AT FARAD,FAR,,,,39.42796326,-120.0340881,5153,,,,precip
LAKE SPAULDING (PG&E),LSP,,,,39.317,-120.633,5156,,,,precip
LAKE SPAULDING (PRECIP),SPN,,,,39.317,-120.633,5160,,,,precip
BEAR TRAP,BTP,,,,39.0945,-120.5769,5217,,,,precip
ROUND MOUNTAIN (CDF),RND,,,,41.42,-121.458,5258,,,,precip
BLUE CANYON,BLC,,,,39.2761,-120.7081,5280,,,,precip
BLUE CANYON (DWR-2),BYM,,,,39.283,-120.7,5280,,,,precip
BLUE CANYON #2 (ETI),BL2,,,,39.283,-120.7,5280,,,,precip
RAVENDALE,RAV,,,,40.731,-120.316,5298,,,,precip
SANTA BARBARA PORTRERO,SBT,,,,34.77056,-119.6519,5300,,,,precip
BOWMAN LAKE,BOL,,,,39.4481,-120.6536,5390,,,,precip
MOUNTAIN HOME,MNH,,,,36.242,-118.71,5400,,,,precip
STOUTS MEADOW,STM,,,,41.17,-121.938,5400,,,,precip
THOMPSON VALLEY,TVL,,,,39.979,-120.4789,5404,,,,precip
CRYSTAL LAKE BAER,CSB,,,,34.326,-117.837,5447,,,,precip
BENTON,BTN,,,,37.843,-118.478,5450,,,,precip
CHILAO,CIO,,,,34.333,-118.033,5450,,,,precip
COLLINS BALDY,CLB,,,,41.775,-122.9503,5493,,,,precip
FRENCHMAN DAM,FRD,,,,39.883,-120.183,5517,,,,precip
BOCA RESERVOIR,BOC,,,,39.383,-120.1,5521,,,,precip
WALKER PASS,WKP,,,,35.6658,-118.0569,5572,,,,precip
GREEK STORE,GKS,,,,39.075,-120.558,5600,,,,precip
PINECREST (PG&E),PCR,,,,38.2,-119.983,5600,,,,precip
PINECREST 2 RAWS NEAR PINECREST 1SW,PNW,,,,38.186111,-120.010559,5600,,,,precip
CONVERSE,CON,,,,34.194,-116.913,5618,,,,precip
PINECREST-STRAWBERRY,PNC,,,,38.2,-119.984,5620,,,,precip
PROSSER CREEK RESERVOIR,PRS,,,,39.3794,-120.1367,5622,,,,precip
MUMBO BASIN,MUM,,,,41.197,-122.523,5650,,,,precip
DINKY,DKY,,,,37.06639,-119.03944,5668,,,,precip
DOYLE CROSSING,DOY,,,,40.1192,-120.483,5670,,,,precip
BOGARD RANGER STATION,BGD,,,,40.59,-121.08,5680,,,,precip
LADDER BUTTE,LDB,,,,40.817,-121.317,5700,,,,precip
SLATE CREEK,SLT,,,,41.045,-122.478,5700,,,,precip
MARTIS CREEK RESERVOIR,MRT,,,,39.327,-120.113,5745,,,,precip
SHAVER,SAV,,,,37.135,-119.25611,5746,,,,precip
BUCKS LAKE,BKL,,,,39.85,-121.242,5750,,,,precip
MANZANITA LAKE (CDF),MNZ,,,,40.543,-121.582,5750,,,,precip
BIG SANDY,BSN,,,,37.4684,-119.5856,5757,,,,precip
ROCK HOUSE,RKH,,,,35.889,-118.197,5760,,,,precip
WATER CANYON,WCN,,,,35.072,-118.484,5760,,,,precip
LAKE DAVIS (DWR),DAV,,,,39.883,-120.467,5768,,,,precip
CAMP ANGELUS,CAG,,,,34.15,-116.978,5780,,,,precip
BARREL SPRINGS,BRR,,,,41.9111,-119.9389,5835,,,,precip
MARTIS POOL,MTL,,,,39.3267,-120.1133,5858,,,,precip
BLUE DOOR,BDR,,,,41.056,-120.336,5900,,,,precip
ROBBS SADDLE,RBB,,,,38.911534,-120.379299,5900,,,,precip
SCOTT MOUNTAIN,SCT,,,,41.272,-122.718,5900,,,,precip
BURNING MOSCOW,BMC,,,,35.4656,-118.2547,5920,,,,precip
TRUCKEE RIVER AT TAHOE CITY,TTC,,,,39.1662941,-120.1443558,5930,,,,precip
DONNER LAKE (DWR),DNN,,,,39.333,-120.25,5945,,,,precip
SNOW MOUNTAIN,SNM,,,,40.778,-121.782,5950,,,,precip
STAMPEDE,STP,,,,39.471,-120.103,5956,,,,precip
CRANE FLAT LOOKOUT,CFL,,,,37.75,-119.8,5957,,,,precip
BURNS CANYON,BNY,,,,34.208,-116.6217,6000,,,,precip
PLASKETT MEADOWS,PSM,,,,39.725,-122.85,6000,,,,precip
TRUCKEE RS (OBS),TKE,,,,39.333,-120.183,6020,,,,precip
HIGHLAND LAKES,HIG,,,,41.093,-122.483,6030,,,,precip
GRASSHOPPER,GRS,,,,40.781666,-120.784447,6050,,,,precip
RATTLESNAKE,RTL,,,,40.125,-121.043,6100,,,,precip
DOG HOUSE MEADOW,DGH,,,,37.7626,-119.785222,6100,,,,precip
SPRATT CREEK,SPT,,,,38.66627,-119.81742,6150,,,,precip
ADIN MOUNTAIN,ADM,,,,41.237,-120.792,6200,,,,precip
HARKNESS FLAT,HRF,,,,40.418,-121.275,6200,,,,precip
MIDDLE BOULDER 3,MB3,,,,41.225,-122.811,6200,,,,precip
ROGERS CAMP,RGC,,,,36.108,-118.637,6200,,,,precip
TAHOE CITY (NWS),TAC,,,,39.167,-120.133,6230,,,,precip
LAKE TAHOE AT TAHOE CITY,THC,,,,39.182,-120.119,6230,,,,precip
FALLEN LEAF LAKE,FLL,,,,38.932,-120.056,6250,,,,precip
SOUTH LAKE TAHOE AIRPORT,SLH,,,,38.898335,-119.99472,6314,,,,precip
WEST BIG PINE,WBP,,,,34.69056,-119.66444,6360,,,,precip
ATWELL CAMP,ATW,,,,36.464,-118.631,6400,,,,precip
MARIPOSA GROVE,MPG,,,,37.5,-119.6,6400,,,,precip
TRUCKEE 2,TK2,,,,39.3,-120.194,6400,,,,precip
LOON LAKE (SMUD),LON,,,,38.983,-120.323,6410,,,,precip
PIUTES FS,PTE,,,,35.4456,-118.2789,6440,,,,precip
BONANZA KING,BNK,,,,41.083,-122.628,6450,,,,precip
CASE MOUNTAIN,CMA,,,,36.411,-118.809,6450,,,,precip
BLACK SPRINGS,BLS,,,,38.375,-120.192,6500,,,,precip
HUMBUG,HMB,,,,40.115,-121.368,6500,,,,precip
INDEPENDENCE CREEK,INN,,,,39.494,-120.293,6500,,,,precip
WISHON DAM (PG&E),WSD,,,,37.003,-118.986,6550,,,,precip
LAKE WISHON,WSH,,,,37.011,-118.983,6550,,,,precip
GRANT GROVE,GRO,,,,36.733,-118.967,6600,,,,precip
HUYSINK,HYS,,,,39.282,-120.527,6600,,,,precip
BRIDGEPORT,BPT,,,,38.272,-119.289,6650,,,,precip
GIANT FOREST (USACE),GNF,,,,36.562,-118.765,6650,,,,precip
PIUTE PEAK,PPK,,,,35.427,-118.409,6650,,,,precip
WHITEROCK CREEK,WCK,,,,35.205,-118.411,6650,,,,precip
SADDLEBACK,SBK,,,,39.475,-120.2025,6670,,,,precip
EAGLE CREEK,EGL,,,,35.983,-118.641,6700,,,,precip
MEDICINE LAKE,MED,,,,41.5869,-121.6131,6700,,,,precip
VAN VLECK,VVL,,,,38.943947,-120.306058,6700,,,,precip
LODGEPOLE,LDG,,,,36.6,-118.733,6735,,,,precip
GOLD LAKE,GOL,,,,39.674783,-120.617179,6750,,,,precip
SAND FLAT,SDF,,,,41.3504,-122.2464,6750,,,,precip
TAHOE CITY CROSS,TCC,,,,39.171439,-120.154658,6750,,,,precip
WARD CREEK 3,WC3,,,,39.135574,-120.218678,6750,,,,precip
BEAR TRAP MEADOW,BRM,,,,36.676,-118.858,6800,,,,precip
PILOT PEAK (DWR),PLP,,,,39.78589249,-120.8777771,6800,,,,precip
JORDAN PEAK,JDP,,,,40.036,-120.2889,6812,,,,precip
BIG PINE FLAT,BPF,,,,34.319,-117.013,6861,,,,precip
STAMPEDE (USFS),SPL,,,,39.483,-120.054,6867,,,,precip
PANAMINT,PAN,,,,36.117,-117.083,6880,,,,precip
GRAVEYARD MEADOW,GRV,,,,37.465,-119.29,6900,,,,precip
GRIZZLY RIDGE,GRZ,,,,39.917,-120.645,6900,,,,precip
POISON RIDGE,PSR,,,,37.403,-119.52,6900,,,,precip
INDEPENDENCE LAKE NEAR TRUCKEE,INP,,,,39.452,-120.29,6921,,,,precip
DUNCAN PEAK,DPK,,,,39.1546,-120.5101,6929,,,,precip
SIERRA SNOW LAB,SSL,,,,39.319,-120.367,6950,,,,precip
HUNTINGTON LAKE (USBR),HNT,,,,37.228,-119.221,7000,,,,precip
INDEPENDENCE CAMP,IDC,,,,39.452588,-120.298548,7000,,,,precip
HUNTINGTON LAKE (PG&E) (OBSERVER),HTN,,,,37.225,-119.225,7000,,,,precip
ROCK CREEK NEAR MAMMOTH LAKES,RKC,,,,37.551,-118.667,7040,,,,precip
BLACKS MOUNTAIN,BLA,,,,40.76983643,-121.1997223,7050,,,,precip
DISMAL SWAMP,DSS,,,,41.993,-120.165,7050,,,,precip
GIN FLAT,GIN,,,,37.767,-119.773,7050,,,,precip
CEDAR PASS,CDP,,,,41.583,-120.303,7100,,,,precip
DUNCAN,DUN,,,,39.144,-120.509,7100,,,,precip
HOSSACK,HSS,,,,36.181,-118.619,7100,,,,precip
SILVER LAKE,SIL,,,,38.678,-120.118,7100,,,,precip
MORATTINI FLAT,MFT,,,,38.89408,-120.27628,7108,,,,precip
FRESNO DOME,FRS,,,,37.4638,-119.5362,7141,,,,precip
CHILKOOT MEADOW,CHM,,,,37.41,-119.49,7150,,,,precip
PETERSON FLAT,PET,,,,41.3023,-122.5277,7150,,,,precip
BLOODS CREEK,BLD,,,,38.45,-120.033,7200,,,,precip
LEAVITT MEADOWS,LVM,,,,38.305,-119.552,7200,,,,precip
OVD #1 RAWS NEAR BISHOP 2N,OVD,,,,37.860279,-119.096664,7200,,,,precip
QUAKING ASPEN,QUA,,,,36.11753845,-118.5399399,7200,,,,precip
RUSH CREEK POWER HOUSE,RSH,,,,37.769,-119.131,7240,,,,precip
KETTLE ROCK,KTL,,,,40.14,-120.715,7300,,,,precip
FLORENCE LAKE (SCE),FLR,,,,37.267,-118.967,7325,,,,precip
BIG PINE MEADOW,BPM,,,,35.947,-118.063,7340,,,,precip
RUBICON PEAK 2,RP2,,,,39.001,-120.14,7500,,,,precip
MAHOGANY,MAH,,,,36.03,-118.219,7530,,,,precip
PARK RIDGE,PKR,,,,36.7242,-118.9425,7540,,,,precip
BRECKENRIDGE,BKE,,,,35.4506,-118.5839,7548,,,,precip
TAMARACK SUMMIT,TMR,,,,37.165,-119.2,7550,,,,precip
DEVIL'S POSTPILE,DPO,,,,37.6294,-119.0847,7569,,,,precip
ALPHA (SMUD),ALP,,,,38.80419159,-120.2156525,7600,,,,precip
BIG MEADOWS (DWR),BIM,,,,36.71536636,-118.8434296,7600,,,,precip
CRESTVIEW,CVW,,,,37.745,-118.983,7600,,,,precip
FORNI RIDGE,FRN,,,,38.805,-120.213,7600,,,,precip
BETA,BTA,,,,38.8,-120.2,7600,,,,precip
BEACH MEADOWS,BCH,,,,36.12609482,-118.293457,7650,,,,precip
STANISLAUS MEADOW,SLM,,,,38.5055,-119.9373,7750,,,,precip
ECHO PEAK 5,EP5,,,,38.849,-120.079,7800,,,,precip
GREEN MOUNTAIN,GRM,,,,37.555,-119.238,7900,,,,precip
POISON FLAT,PSN,,,,38.501,-119.631,7900,,,,precip
WHITE WOLF,WHW,,,,37.8595,-119.6516,7900,,,,precip
MUD LAKE,MDL,,,,38.615,-120.14,7900,,,,precip
BLUE LAKES,BLK,,,,38.613,-119.931,8000,,,,precip
CAPLES LAKE,CAP,,,,38.71,-120.042,8000,,,,precip
CAPLES (TWIN) LAKE,CPT,,,,38.7,-120.033,8000,,,,precip
HAGANS MEADOW,HGM,,,,38.853,-119.94,8000,,,,precip
MARLETTE LAKE,MRL,,,,39.173,-119.905,8000,,,,precip
FORESTDALE CREEK,FDC,,,,38.6824,-119.9597,8017,,,,precip
MEADOWBROOK (PG&E),MBR,,,,37.082,-118.863,8021,,,,precip
SUGARLOAF,SGL,,,,36.733,-118.667,8120,,,,precip
BURNSIDE LAKE,BSK,,,,38.7194,-119.8942,8129,,,,precip
TENAYA LAKE,TNY,,,,37.838,-119.448,8150,,,,precip
BLACKROCK,BKK,,,,36.093,-118.261,8200,,,,precip
SQUAW VALLEY GOLD COAST,SQV,,,,39.194,-120.276,8200,,,,precip
OSTRANDER LAKE,STR,,,,37.637,-119.55,8200,,,,precip
BEAR PEAK,BRP,,,,35.884,-118.052,8228,,,,precip
LOWER LASSEN PEAK,LLP,,,,40.46660233,-121.50811,8250,,,,precip
BALD MOUNTAIN (KERN CO),BAM,,,,36.02,-118.279,8290,,,,precip
MONITOR PASS,MNT,,,,38.67,-119.615,8350,,,,precip
CARSON PASS,CXS,,,,38.6924,-120.0021,8353,,,,precip
GIANELLI MEADOW,GNL,,,,38.204308,-119.893188,8400,,,,precip
INDEPENDENCE LAKE (SCS),IDP,,,,39.435,-120.322,8450,,,,precip
HOCKETT MEADOW (USACE),HCK,,,,36.371,-118.651,8500,,,,precip
HORSE MEADOW (NRCS),HOR,,,,38.8365,-119.8873,8557,,,,precip
TUOLUMNE MEADOWS,TUM,,,,37.873,-119.35,8600,,,,precip
BIG MEADOWS (SCS),BMW,,,,39.458,-119.946,8700,,,,precip
EBBETTS PASS,EBB,,,,38.561,-119.808,8700,,,,precip
HIGHLAND MEADOW,HHM,,,,38.48731232,-119.805748,8700,,,,precip
SCHNEIDERS,SCN,,,,38.747,-120.068,8750,,,,precip
SONORA PASS BRIDGE,SPS,,,,38.318,-119.601,8750,,,,precip
HEAVENLY VALLEY,HVN,,,,38.929,-119.917,8800,,,,precip
